subscriber_id,age,gender,country,plan,monthly_fee,join_date,is_active
1468,27,Ж,Україна,Standard,219,2023-09-11,Так
1469,41,Ж,Польща,Standard,219,2023-12-27,Так
1470,49,Ч,Україна,Standard,219,2024-04-15,Так
1471,24,Ж,Україна,Family,449,2024-11-12,Ні
1472,24,Ж,Литва,Family,449,2024-02-11,Так
1473,40,Ч,Україна,Premium,329,2022-05-20,Так
1474,32,Ж,Чехія,Premium,329,2024-10-11,Так
1475,37,Ч,Литва,Standard,219,2022-02-24,Так
1476,64,Ч,Чехія,Basic,149,2022-11-04,Так
1477,20,Ч,Чехія,Basic,149,2024-06-05,Так
1478,41,Ж,Чехія,Family,449,2022-12-03,Так
1479,37,Ж,Чехія,Family,449,2024-02-11,Так
1480,37,Ж,Литва,Family,449,2023-12-22,Так
1481,59,Ч,Іспанія,Premium,329,2024-11-22,Так
1482,59,Ч,Польща,Standard,219,2023-08-02,Так
1483,32,Ч,Україна,Standard,219,2024-12-27,Так
1484,67,Ж,Україна,Family,449,2024-05-15,Так
1485,18,Ж,Литва,Standard,219,2023-12-10,Так
1486,63,Ж,Литва,Family,449,2024-01-17,Ні
1487,24,Ч,Україна,Premium,329,2024-11-23,Ні
1488,48,Ч,Литва,Family,449,2023-07-27,Так
1489,31,Ж,Польща,Standard,219,2023-08-09,Ні
1490,18,Ж,Україна,Standard,219,2023-11-19,Так
1491,27,Ж,Україна,Standard,219,2022-09-20,Так
1492,19,Ч,Україна,Family,449,2024-11-02,Так
1493,66,Ч,Україна,Standard,219,2023-05-27,Ні
1494,61,Ч,Україна,Family,449,2022-03-15,Так
1495,43,Ч,Іспанія,Premium,329,2024-05-28,Ні
1496,16,Ж,Україна,Basic,149,2023-04-17,Так
1497,35,Ч,Україна,Premium,329,2024-06-28,Ні
1498,18,Ж,Україна,Premium,329,2022-02-08,Так
1499,16,Ж,Україна,Basic,149,2024-06-12,Ні
1500,70,Ж,Україна,Standard,219,2022-08-05,Так
1501,28,Ж,Німеччина,Standard,219,2022-12-09,Так
1502,66,Ч,Україна,Family,449,2023-03-13,Так
1503,31,Ч,Україна,Premium,329,2024-05-03,Ні
1504,33,Ч,Україна,Premium,329,2022-11-02,Так
1505,66,Ж,Іспанія,Basic,149,2023-09-28,Так
1506,33,Ч,Польща,Premium,329,2022-03-03,Так
1507,20,Ж,Україна,Standard,219,2023-09-26,Так
1508,30,Ж,Україна,Family,449,2022-04-19,Так
1509,29,Ж,Німеччина,Premium,329,2022-03-01,Так
1510,31,Ч,Іспанія,Family,449,2022-06-16,Так
1511,41,Ж,Україна,Standard,219,2023-03-25,Так
1512,59,Ч,Іспанія,Premium,329,2024-06-18,Так
1513,19,Ч,Україна,Family,449,2024-05-18,Так
1514,47,Ч,Україна,Basic,149,2022-02-19,Так
1515,22,Ч,Іспанія,Standard,219,2023-05-20,Так
1516,47,Ж,Україна,Basic,149,2022-10-11,Ні
1517,63,Ч,Україна,Premium,329,2023-06-12,Так
1518,60,Ж,Україна,Basic,149,2023-09-10,Ні
1519,41,Ч,Україна,Standard,219,2022-06-23,Так
1520,35,Ч,Польща,Basic,149,2024-10-05,Ні
1521,60,Ч,Україна,Family,449,2022-09-24,Ні
1522,61,Ж,Україна,Standard,219,2023-04-06,Так
1523,69,Ж,Литва,Family,449,2022-03-10,Так
1524,17,Ж,Україна,Standard,219,2022-01-03,Так
1525,34,Ч,Чехія,Standard,219,2023-10-19,Так
1526,62,Ч,Іспанія,Standard,219,2024-12-22,Так
1527,30,Ч,Чехія,Premium,329,2022-08-25,Так
1528,37,Ж,Україна,Family,449,2023-11-16,Так
1529,70,Ж,Україна,Basic,149,2023-04-20,Так
1530,56,Ч,Литва,Standard,219,2022-06-10,Ні
1531,64,Ж,Німеччина,Family,449,2023-11-21,Ні
1532,39,Ч,Польща,Basic,149,2023-06-13,Ні
1533,20,Ч,Чехія,Family,449,2023-09-27,Ні
1534,68,Ч,Іспанія,Standard,219,2024-08-26,Так
1535,29,Ж,Чехія,Premium,329,2022-01-25,Так
1536,58,Ж,Німеччина,Standard,219,2022-10-13,Так
1537,22,Ч,Україна,Premium,329,2024-03-17,Ні
1538,49,Ж,Україна,Standard,219,2023-04-23,Так
1539,36,Ж,Україна,Premium,329,2023-08-05,Так
1540,44,Ч,Іспанія,Premium,329,2022-08-23,Так
1541,40,Ж,Литва,Basic,149,2022-01-02,Так
1542,54,Ж,Чехія,Premium,329,2022-08-18,Так
1543,70,Ч,Україна,Premium,329,2022-06-18,Так
1544,59,Ж,Польща,Standard,219,2024-08-27,Так
1545,43,Ж,Литва,Premium,329,2023-05-08,Так
1546,47,Ж,Чехія,Family,449,2022-10-24,Так
1547,39,Ж,Польща,Premium,329,2022-07-10,Ні
1548,69,Ч,Німеччина,Standard,219,2024-08-07,Ні
1549,63,Ч,Польща,Premium,329,2024-09-23,Ні
1550,34,Ч,Литва,Standard,219,2022-03-22,Так
1551,21,Ч,Німеччина,Premium,329,2022-10-28,Так
1552,40,Ж,Німеччина,Premium,329,2022-12-18,Так
1553,28,Ж,Україна,Premium,329,2023-08-14,Ні
1554,53,Ч,Польща,Standard,219,2023-05-09,Так
1555,36,Ж,Німеччина,Basic,149,2024-04-24,Так
1556,21,Ч,Україна,Basic,149,2024-06-02,Ні
1557,44,Ч,Україна,Premium,329,2022-01-04,Так
1558,53,Ж,Україна,Premium,329,2023-04-18,Так
1559,47,Ж,Чехія,Basic,149,2023-06-24,Так
1560,69,Ч,Україна,Basic,149,2022-08-22,Так
1561,61,Ж,Німеччина,Standard,219,2023-06-27,Так
1562,49,Ч,Україна,Premium,329,2022-09-02,Так
1563,45,Ж,Польща,Premium,329,2022-10-09,Так
1564,70,Ж,Польща,Basic,149,2022-04-18,Так
1565,22,Ж,Німеччина,Family,449,2022-11-20,Ні
1566,17,Ч,Польща,Family,449,2023-11-20,Так
1567,24,Ж,Україна,Basic,149,2022-08-15,Так
1568,55,Ж,Німеччина,Premium,329,2023-12-02,Ні
1569,28,Ч,Німеччина,Family,449,2024-10-01,Так
1570,62,Ч,Німеччина,Standard,219,2024-05-23,Так
1571,48,Ч,Україна,Premium,329,2024-02-26,Так
1572,45,Ж,Іспанія,Family,449,2022-03-13,Так
1573,26,Ж,Чехія,Standard,219,2023-11-18,Так
1574,65,Ж,Україна,Premium,329,2024-11-21,Так
1575,67,Ж,Україна,Premium,329,2024-12-23,Ні
1576,66,Ч,Україна,Basic,149,2024-05-20,Так
1577,33,Ч,Польща,Premium,329,2023-06-24,Так
1578,19,Ж,Німеччина,Standard,219,2023-04-14,Так
1579,26,Ж,Литва,Premium,329,2023-04-27,Ні
1580,34,Ч,Україна,Standard,219,2024-03-04,Ні
1581,21,Ж,Іспанія,Family,449,2022-04-01,Ні
1582,18,Ч,Україна,Premium,329,2022-09-04,Так
1583,39,Ж,Польща,Standard,219,2023-03-21,Так
1584,69,Ч,Німеччина,Premium,329,2022-05-25,Так
1585,27,Ж,Іспанія,Premium,329,2023-10-26,Ні
1586,43,Ч,Німеччина,Premium,329,2022-03-25,Так
1587,22,Ч,Польща,Basic,149,2023-02-16,Так
1588,65,Ч,Німеччина,Standard,219,2023-01-10,Так
1589,27,Ж,Литва,Standard,219,2022-01-07,Так
1590,26,Ч,Литва,Premium,329,2022-05-16,Так
1591,19,Ж,Україна,Standard,219,2024-01-26,Так
1592,46,Ч,Україна,Basic,149,2023-11-06,Так
1593,63,Ж,Польща,Standard,219,2024-03-15,Так
1594,63,Ж,Іспанія,Basic,149,2022-07-02,Так
1595,70,Ж,Україна,Basic,149,2022-06-22,Так
1596,53,Ж,Україна,Premium,329,2022-04-15,Так
1597,30,Ч,Україна,Family,449,2024-03-26,Так
1598,38,Ч,Німеччина,Family,449,2024-06-12,Так
1599,64,Ж,Чехія,Standard,219,2024-05-03,Ні
1600,68,Ч,Польща,Standard,219,2022-07-28,Так
