user_id,variant,signed_up
22365,Control,0
71972,Treatment,0
94344,Treatment,0
73542,Treatment,1
99986,Treatment,0
18576,Control,0
95588,Treatment,1
52890,Treatment,0
77403,Treatment,0
54323,Treatment,0
78943,Treatment,0
83548,Treatment,0
45905,Control,0
26207,Control,0
45522,Control,0
85122,Treatment,0
96813,Treatment,0
65022,Treatment,0
32210,Control,0
45520,Control,1
15964,Control,0
76798,Treatment,0
31071,Control,0
85838,Treatment,0
48688,Control,0
45650,Control,0
70659,Treatment,1
7745,Control,1
77919,Treatment,0
90757,Treatment,0
20677,Control,1
39722,Control,0
82525,Treatment,1
30455,Control,0
43501,Control,0
81588,Treatment,1
29574,Control,0
65288,Treatment,1
91239,Treatment,0
31368,Control,0
41475,Control,0
9813,Control,1
33190,Control,0
15022,Control,0
57151,Treatment,0
68522,Treatment,0
61066,Treatment,0
85886,Treatment,0
49704,Control,0
78307,Treatment,1
43930,Control,0
19414,Control,0
93871,Treatment,1
95842,Treatment,0
56900,Treatment,0
24678,Control,0
57221,Treatment,0
91075,Treatment,0
38300,Control,0
35454,Control,0
85583,Treatment,0
75336,Treatment,0
8196,Control,1
46801,Control,0
60038,Treatment,0
72664,Treatment,0
89936,Treatment,0
87554,Treatment,0
59386,Treatment,0
3778,Control,0
78276,Treatment,0
69349,Treatment,0
19613,Control,0
87208,Treatment,0
52486,Treatment,1
7948,Control,0
82658,Treatment,0
24043,Control,0
8952,Control,0
65576,Treatment,0
24304,Control,1
95798,Treatment,0
30536,Control,0
16423,Control,0
36807,Control,0
82888,Treatment,0
21399,Control,1
20197,Control,0
93615,Treatment,0
80076,Treatment,0
87204,Treatment,0
75294,Treatment,0
30741,Control,0
12694,Control,0
85740,Treatment,1
22730,Control,1
2763,Control,1
35520,Control,0
46957,Control,0
18573,Control,0
53612,Treatment,0
44518,Control,0
71926,Treatment,0
65021,Treatment,0
31777,Control,0
82267,Treatment,0
62778,Treatment,0
8549,Control,0
40441,Control,0
99991,Treatment,0
85092,Treatment,1
49362,Control,0
68015,Treatment,0
75774,Treatment,0
98663,Treatment,0
96053,Treatment,0
39657,Control,0
63904,Treatment,0
97736,Treatment,0
45929,Control,1
9173,Control,0
10355,Control,0
76202,Treatment,0
87453,Treatment,0
3934,Control,1
16893,Control,0
86579,Treatment,0
18819,Control,0
44781,Control,0
52837,Treatment,0
80851,Treatment,0
58437,Treatment,0
41220,Control,1
33309,Control,0
52814,Treatment,0
78776,Treatment,0
20994,Control,0
91092,Treatment,0
60811,Treatment,0
644,Control,0
37000,Control,1
24440,Control,1
44860,Control,0
35733,Control,0
8111,Control,0
97934,Treatment,0
26465,Control,0
34579,Control,1
14290,Control,0
22516,Control,0
91968,Treatment,0
84699,Treatment,1
34473,Control,1
43041,Control,0
47526,Control,0
63537,Treatment,0
95464,Treatment,0
57465,Treatment,0
54826,Treatment,0
56920,Treatment,0
1896,Control,0
25073,Control,0
56295,Treatment,0
27721,Control,0
19269,Control,1
43967,Control,0
12469,Control,1
99659,Treatment,0
30351,Control,0
71540,Treatment,0
64016,Treatment,0
28747,Control,0
25621,Control,0
86,Control,0
57531,Treatment,1
69974,Treatment,0
19915,Control,0
30075,Control,0
83725,Treatment,0
50790,Treatment,0
35647,Control,0
44881,Control,0
73255,Treatment,1
80804,Treatment,1
28899,Control,1
19845,Control,0
11092,Control,0
52572,Treatment,1
58248,Treatment,1
16572,Control,1
64374,Treatment,0
85965,Treatment,0
56531,Treatment,0
71137,Treatment,0
27171,Control,1
53066,Treatment,1
81283,Treatment,0
41275,Control,1
45368,Control,0
97959,Treatment,1
52911,Treatment,0
26645,Control,0
66228,Treatment,0
52086,Treatment,0
117,Control,1
25167,Control,0
92869,Treatment,0
66262,Treatment,0
40701,Control,0
10347,Control,0
87327,Treatment,0
68710,Treatment,0
735,Control,0
23092,Control,0
16040,Control,0
39214,Control,1
87986,Treatment,1
52538,Treatment,0
11757,Control,1
36165,Control,0
25506,Control,0
11011,Control,0
39795,Control,0
95249,Treatment,0
20603,Control,0
96893,Treatment,0
20416,Control,0
25229,Control,0
92897,Treatment,0
17907,Control,0
30812,Control,0
42777,Control,0
78058,Treatment,0
58357,Treatment,1
68163,Treatment,0
26753,Control,0
87486,Treatment,1
96098,Treatment,1
57091,Treatment,0
67341,Treatment,1
60599,Treatment,0
94025,Treatment,0
29006,Control,0
18976,Control,0
49879,Control,0
65069,Treatment,1
28608,Control,0
39169,Control,0
24299,Control,0
13246,Control,1
88825,Treatment,0
9984,Control,0
1255,Control,0
99644,Treatment,0
84852,Treatment,0
11675,Control,1
54763,Treatment,0
74708,Treatment,0
11374,Control,0
61954,Treatment,0
23085,Control,0
82067,Treatment,1
27904,Control,0
85084,Treatment,0
8078,Control,1
32803,Control,0
45183,Control,0
81573,Treatment,0
78469,Treatment,0
9801,Control,0
11687,Control,1
70117,Treatment,0
71731,Treatment,0
20518,Control,0
93299,Treatment,1
46219,Control,0
91512,Treatment,0
52233,Treatment,0
31042,Control,0
71146,Treatment,1
87771,Treatment,1
34785,Control,1
90758,Treatment,0
28348,Control,0
47147,Control,0
4370,Control,0
77805,Treatment,0
44229,Control,0
73613,Treatment,0
22666,Control,1
96901,Treatment,0
72279,Treatment,1
27459,Control,0
1927,Control,0
99133,Treatment,0
68210,Treatment,0
16319,Control,1
33492,Control,0
33555,Control,0
89907,Treatment,0
26940,Control,0
37308,Control,0
11818,Control,0
77566,Treatment,0
16216,Control,0
72693,Treatment,0
3176,Control,0
77340,Treatment,0
98159,Treatment,0
79322,Treatment,0
22024,Control,0
25831,Control,0
50574,Treatment,0
54047,Treatment,0
18407,Control,0
59159,Treatment,0
40169,Control,0
78620,Treatment,0
93023,Treatment,0
81777,Treatment,0
94588,Treatment,0
41213,Control,1
91756,Treatment,0
5527,Control,0
97564,Treatment,0
64160,Treatment,1
96273,Treatment,1
83634,Treatment,0
30495,Control,0
9627,Control,0
77034,Treatment,0
61255,Treatment,0
85214,Treatment,0
38716,Control,0
21830,Control,0
19028,Control,0
52795,Treatment,0
92910,Treatment,0
49176,Control,0
75924,Treatment,1
96897,Treatment,1
68992,Treatment,0
35677,Control,0
52503,Treatment,1
88464,Treatment,0
50609,Treatment,0
53846,Treatment,0
63445,Treatment,0
63154,Treatment,0
40863,Control,0
36315,Control,0
37055,Control,0
25458,Control,0
42069,Control,1
41038,Control,0
36610,Control,1
44385,Control,0
28107,Control,0
45555,Control,0
34877,Control,0
90899,Treatment,0
59283,Treatment,0
76947,Treatment,0
99603,Treatment,0
96285,Treatment,0
94608,Treatment,0
91362,Treatment,0
88244,Treatment,0
24075,Control,0
5628,Control,1
55995,Treatment,0
98280,Treatment,0
60227,Treatment,0
72550,Treatment,0
84703,Treatment,1
59508,Treatment,1
31108,Control,0
57868,Treatment,0
62411,Treatment,0
90242,Treatment,0
53579,Treatment,1
55553,Treatment,0
48571,Control,1
41280,Control,0
27128,Control,1
24791,Control,0
21814,Control,0
12629,Control,1
47804,Control,0
51917,Treatment,1
10847,Control,0
55337,Treatment,1
91356,Treatment,0
37880,Control,0
36261,Control,0
96836,Treatment,0
39626,Control,1
35460,Control,0
25307,Control,0
48858,Control,1
16137,Control,0
23602,Control,0
90776,Treatment,1
49010,Control,0
45693,Control,0
96624,Treatment,0
92076,Treatment,0
25098,Control,0
57132,Treatment,1
19527,Control,1
68748,Treatment,0
21738,Control,1
74786,Treatment,1
71135,Treatment,0
32555,Control,0
81401,Treatment,0
92269,Treatment,0
25689,Control,1
57474,Treatment,0
93564,Treatment,0
69731,Treatment,1
43252,Control,0
92203,Treatment,0
5881,Control,0
65056,Treatment,0
40343,Control,0
4710,Control,0
49973,Control,1
37274,Control,0
79839,Treatment,0
19693,Control,0
89850,Treatment,0
31911,Control,0
51307,Treatment,0
33793,Control,0
32561,Control,0
34324,Control,0
28364,Control,0
20702,Control,0
42693,Control,0
64038,Treatment,1
92953,Treatment,0
35247,Control,0
92776,Treatment,1
9716,Control,0
59568,Treatment,0
50697,Treatment,0
17846,Control,0
89941,Treatment,1
90518,Treatment,1
77904,Treatment,0
81120,Treatment,0
94668,Treatment,0
7232,Control,0
86444,Treatment,0
49061,Control,0
6092,Control,0
45787,Control,0
13525,Control,0
74526,Treatment,0
53200,Treatment,0
61071,Treatment,0
41124,Control,1
68214,Treatment,1
76146,Treatment,0
25090,Control,0
65713,Treatment,1
44234,Control,1
25111,Control,0
31081,Control,0
81882,Treatment,0
21681,Control,0
97579,Treatment,1
848,Control,1
88400,Treatment,0
43169,Control,1
42608,Control,0
26639,Control,0
65833,Treatment,0
96242,Treatment,0
4375,Control,0
96125,Treatment,0
71081,Treatment,0
75886,Treatment,0
52358,Treatment,0
83280,Treatment,0
3794,Control,0
17736,Control,0
79456,Treatment,0
2172,Control,0
22588,Control,0
87282,Treatment,0
52045,Treatment,0
76663,Treatment,0
7196,Control,1
69803,Treatment,0
20228,Control,0
31169,Control,0
78713,Treatment,0
41750,Control,0
92848,Treatment,0
42033,Control,0
48818,Control,1
96933,Treatment,0
47370,Control,1
47542,Control,0
44221,Control,0
61874,Treatment,0
32678,Control,0
92643,Treatment,0
9163,Control,0
84195,Treatment,0
74782,Treatment,0
32383,Control,0
54179,Treatment,0
51462,Treatment,1
8312,Control,0
98883,Treatment,0
1899,Control,1
52876,Treatment,0
28455,Control,0
58810,Treatment,0
93020,Treatment,0
38412,Control,1
62425,Treatment,0
65976,Treatment,0
87229,Treatment,0
19444,Control,0
24392,Control,1
78076,Treatment,0
83514,Treatment,1
99286,Treatment,0
28307,Control,0
52605,Treatment,0
27631,Control,0
83703,Treatment,1
60912,Treatment,0
99221,Treatment,0
84388,Treatment,0
27418,Control,0
49807,Control,1
8171,Control,0
91351,Treatment,0
97844,Treatment,1
76920,Treatment,0
95106,Treatment,0
59231,Treatment,0
13586,Control,0
85274,Treatment,0
21558,Control,1
50183,Treatment,0
52254,Treatment,1
84405,Treatment,1
90863,Treatment,0
22297,Control,1
2298,Control,1
88506,Treatment,0
60797,Treatment,0
74922,Treatment,1
57359,Treatment,0
36603,Control,0
65750,Treatment,1
34183,Control,0
81372,Treatment,0
31963,Control,0
38442,Control,0
95920,Treatment,0
5080,Control,0
42566,Control,0
47515,Control,1
89010,Treatment,0
95362,Treatment,1
44575,Control,0
51921,Treatment,0
52129,Treatment,1
54071,Treatment,0
56372,Treatment,0
61928,Treatment,0
10952,Control,0
35339,Control,0
69533,Treatment,0
94502,Treatment,1
32540,Control,0
37214,Control,0
53748,Treatment,0
61407,Treatment,0
99238,Treatment,0
40044,Control,0
35935,Control,0
94757,Treatment,0
28663,Control,1
85856,Treatment,0
4951,Control,0
91191,Treatment,0
50942,Treatment,0
41215,Control,0
18671,Control,1
14059,Control,0
46378,Control,0
58694,Treatment,1
25859,Control,0
85436,Treatment,0
45525,Control,0
12947,Control,1
94696,Treatment,0
61921,Treatment,0
15815,Control,0
13727,Control,0
82664,Treatment,0
63910,Treatment,0
29093,Control,0
61041,Treatment,0
915,Control,1
17390,Control,1
75082,Treatment,0
5913,Control,0
80828,Treatment,0
67900,Treatment,0
54908,Treatment,0
60307,Treatment,0
61682,Treatment,1
59785,Treatment,0
15359,Control,0
65470,Treatment,0
87564,Treatment,1
35844,Control,0
31456,Control,0
83503,Treatment,1
4428,Control,0
38227,Control,0
52793,Treatment,0
3036,Control,0
95222,Treatment,0
88041,Treatment,0
94613,Treatment,0
29328,Control,0
44850,Control,0
15030,Control,1
45360,Control,0
50239,Treatment,0
35626,Control,1
95132,Treatment,0
6566,Control,0
93339,Treatment,0
6420,Control,0
34901,Control,0
73749,Treatment,0
1512,Control,0
8246,Control,0
42405,Control,1
62265,Treatment,0
45073,Control,0
78863,Treatment,0
90127,Treatment,0
51030,Treatment,1
1493,Control,0
80100,Treatment,0
99518,Treatment,0
71498,Treatment,0
27762,Control,0
70819,Treatment,0
51054,Treatment,0
46723,Control,0
40327,Control,0
73356,Treatment,0
88937,Treatment,0
90337,Treatment,0
66525,Treatment,0
4591,Control,1
89383,Treatment,0
87992,Treatment,1
29556,Control,0
94791,Treatment,0
10219,Control,1
66534,Treatment,0
74579,Treatment,0
44486,Control,0
86396,Treatment,0
71252,Treatment,0
55001,Treatment,1
98777,Treatment,1
82351,Treatment,1
36335,Control,1
67570,Treatment,0
79441,Treatment,0
54422,Treatment,0
41067,Control,0
79749,Treatment,0
19488,Control,0
32279,Control,0
38864,Control,1
17365,Control,0
7660,Control,0
58728,Treatment,0
59445,Treatment,0
53783,Treatment,0
52457,Treatment,0
96064,Treatment,0
69796,Treatment,0
89135,Treatment,0
10993,Control,0
36083,Control,1
67305,Treatment,1
37332,Control,0
73365,Treatment,1
63047,Treatment,0
87031,Treatment,0
51481,Treatment,1
42583,Control,0
32653,Control,0
57015,Treatment,0
45145,Control,0
90274,Treatment,0
76195,Treatment,0
58270,Treatment,0
87368,Treatment,0
94147,Treatment,0
57717,Treatment,0
94202,Treatment,1
30642,Control,0
27869,Control,1
41438,Control,0
21458,Control,0
71611,Treatment,0
20985,Control,0
30316,Control,0
73167,Treatment,0
34933,Control,1
14633,Control,0
2234,Control,0
39084,Control,1
76133,Treatment,0
9457,Control,0
65592,Treatment,0
5891,Control,0
79482,Treatment,0
45454,Control,0
17032,Control,0
40361,Control,0
48076,Control,0
5142,Control,0
61687,Treatment,1
34498,Control,1
26009,Control,0
36376,Control,0
6116,Control,0
51022,Treatment,1
2676,Control,0
76495,Treatment,1
30246,Control,1
44871,Control,0
64992,Treatment,0
43115,Control,1
54537,Treatment,1
99956,Treatment,0
46124,Control,1
88394,Treatment,0
94801,Treatment,0
52721,Treatment,0
86194,Treatment,1
80615,Treatment,0
73372,Treatment,1
27880,Control,0
33743,Control,0
92207,Treatment,0
20115,Control,0
77867,Treatment,0
47143,Control,0
17173,Control,0
5258,Control,0
84487,Treatment,0
54353,Treatment,0
45711,Control,0
93638,Treatment,0
10938,Control,0
20117,Control,0
14295,Control,0
9388,Control,0
32888,Control,1
43819,Control,0
8758,Control,0
64897,Treatment,0
20316,Control,0
20588,Control,0
26004,Control,0
94784,Treatment,0
21454,Control,1
31301,Control,0
50688,Treatment,1
13008,Control,0
30836,Control,0
52259,Treatment,0
32350,Control,0
673,Control,0
94106,Treatment,0
47286,Control,1
66083,Treatment,1
14467,Control,0
62088,Treatment,0
5640,Control,0
19766,Control,0
55561,Treatment,0
1761,Control,0
29757,Control,0
2742,Control,0
76666,Treatment,0
6633,Control,0
4606,Control,0
28351,Control,0
9497,Control,0
53010,Treatment,0
93796,Treatment,0
54784,Treatment,0
94972,Treatment,0
96537,Treatment,0
93935,Treatment,0
37116,Control,0
38937,Control,0
31902,Control,0
60870,Treatment,1
43145,Control,0
85568,Treatment,0
62556,Treatment,1
18937,Control,0
32187,Control,0
8486,Control,0
76902,Treatment,1
60821,Treatment,1
3560,Control,1
35430,Control,1
3913,Control,0
19197,Control,0
33191,Control,0
85934,Treatment,0
91503,Treatment,1
20075,Control,0
11340,Control,0
78964,Treatment,0
97733,Treatment,0
54496,Treatment,0
91076,Treatment,0
33945,Control,0
95864,Treatment,1
79332,Treatment,1
19149,Control,0
26522,Control,0
32775,Control,0
56248,Treatment,0
45423,Control,0
27386,Control,1
14536,Control,0
20425,Control,0
65705,Treatment,0
18766,Control,0
75741,Treatment,1
24009,Control,0
81400,Treatment,1
12099,Control,1
65476,Treatment,0
8653,Control,1
9210,Control,0
16766,Control,0
50849,Treatment,0
14392,Control,0
48177,Control,0
27838,Control,0
37525,Control,0
84661,Treatment,0
95586,Treatment,0
3624,Control,0
6874,Control,0
69620,Treatment,1
66023,Treatment,0
92326,Treatment,0
48511,Control,0
32072,Control,1
46128,Control,1
87831,Treatment,1
85145,Treatment,1
40030,Control,0
42323,Control,0
15025,Control,0
82064,Treatment,0
75840,Treatment,0
31072,Control,0
77037,Treatment,0
24643,Control,0
84861,Treatment,0
91733,Treatment,0
51446,Treatment,0
81306,Treatment,0
70894,Treatment,0
80664,Treatment,1
47252,Control,0
46789,Control,0
89899,Treatment,0
94581,Treatment,1
81116,Treatment,0
54837,Treatment,0
28521,Control,1
71805,Treatment,0
34646,Control,0
84108,Treatment,0
52296,Treatment,0
78461,Treatment,0
69212,Treatment,1
95282,Treatment,1
65031,Treatment,0
22981,Control,0
77673,Treatment,0
85430,Treatment,0
99413,Treatment,0
67011,Treatment,0
77701,Treatment,0
71586,Treatment,1
67299,Treatment,0
82843,Treatment,1
21989,Control,0
69341,Treatment,0
57256,Treatment,0
87903,Treatment,0
37994,Control,0
38663,Control,0
12977,Control,0
82202,Treatment,0
6913,Control,0
14801,Control,1
32935,Control,1
38031,Control,0
34587,Control,0
41485,Control,0
89030,Treatment,0
27522,Control,1
26293,Control,0
61848,Treatment,0
69801,Treatment,0
77744,Treatment,1
15241,Control,0
6006,Control,0
23256,Control,0
95941,Treatment,0
18539,Control,0
73939,Treatment,0
90704,Treatment,0
29885,Control,0
49091,Control,0
42058,Control,0
61889,Treatment,0
10510,Control,0
91028,Treatment,0
46453,Control,0
61327,Treatment,0
6307,Control,0
56402,Treatment,1
63511,Treatment,0
88462,Treatment,0
96252,Treatment,0
48415,Control,0
3536,Control,0
52861,Treatment,0
6799,Control,0
88289,Treatment,0
97016,Treatment,0
35433,Control,0
97895,Treatment,1
52365,Treatment,0
77588,Treatment,0
78883,Treatment,0
59289,Treatment,0
85425,Treatment,0
40092,Control,0
61077,Treatment,0
69537,Treatment,0
8214,Control,1
93947,Treatment,0
40010,Control,0
45919,Control,0
38365,Control,0
69929,Treatment,0
30084,Control,0
59708,Treatment,1
39817,Control,0
79764,Treatment,0
88331,Treatment,0
33257,Control,0
90094,Treatment,0
3303,Control,0
4249,Control,0
18021,Control,0
91463,Treatment,0
7176,Control,0
38064,Control,0
33179,Control,0
99446,Treatment,1
32485,Control,0
12451,Control,0
69333,Treatment,0
43667,Control,1
73911,Treatment,0
70084,Treatment,1
55473,Treatment,0
55232,Treatment,0
1180,Control,0
999,Control,0
90032,Treatment,1
43912,Control,0
36015,Control,0
49104,Control,0
40234,Control,0
61311,Treatment,0
78657,Treatment,0
10517,Control,0
48446,Control,0
12466,Control,0
27930,Control,0
59759,Treatment,0
22357,Control,1
75122,Treatment,0
22522,Control,0
23983,Control,1
89114,Treatment,0
16742,Control,0
73068,Treatment,0
57500,Treatment,0
70391,Treatment,0
87019,Treatment,0
11606,Control,0
44454,Control,0
8566,Control,0
85939,Treatment,0
93747,Treatment,1
63088,Treatment,0
52230,Treatment,1
30948,Control,0
95201,Treatment,0
27583,Control,0
14778,Control,0
5664,Control,0
20001,Control,0
96639,Treatment,0
98995,Treatment,1
12476,Control,0
84441,Treatment,0
79213,Treatment,1
79549,Treatment,0
30618,Control,0
24249,Control,0
64859,Treatment,0
16265,Control,0
15594,Control,0
87522,Treatment,0
66552,Treatment,1
49733,Control,0
18717,Control,0
1212,Control,0
18351,Control,0
27688,Control,1
73172,Treatment,1
37723,Control,0
49273,Control,1
65901,Treatment,0
78479,Treatment,1
79353,Treatment,0
54374,Treatment,0
6399,Control,0
18507,Control,0
16973,Control,0
35290,Control,0
77336,Treatment,0
42274,Control,1
57353,Treatment,0
59595,Treatment,0
70403,Treatment,0
1162,Control,1
87042,Treatment,0
19795,Control,0
80196,Treatment,0
5363,Control,1
9535,Control,0
25107,Control,1
1754,Control,0
30098,Control,1
59556,Treatment,0
26708,Control,1
37052,Control,0
93641,Treatment,0
12553,Control,1
63559,Treatment,0
29520,Control,1
23930,Control,0
84860,Treatment,0
29206,Control,0
36646,Control,0
21269,Control,0
46603,Control,0
28616,Control,1
83009,Treatment,0
31250,Control,0
20692,Control,0
31447,Control,0
21889,Control,0
65852,Treatment,1
11607,Control,0
1723,Control,0
82311,Treatment,0
72982,Treatment,0
20247,Control,1
96746,Treatment,1
10496,Control,0
57093,Treatment,0
53602,Treatment,0
5095,Control,0
18146,Control,0
23632,Control,0
5918,Control,0
4961,Control,0
17194,Control,0
6676,Control,0
12346,Control,0
86625,Treatment,0
87152,Treatment,0
41150,Control,1
52691,Treatment,0
12115,Control,0
58470,Treatment,0
57264,Treatment,0
84536,Treatment,0
99516,Treatment,1
82498,Treatment,0
93271,Treatment,0
39550,Control,0
23144,Control,0
76918,Treatment,1
69781,Treatment,0
6228,Control,0
1466,Control,1
98283,Treatment,0
86732,Treatment,1
26176,Control,0
61860,Treatment,0
58478,Treatment,0
40198,Control,0
55737,Treatment,0
36888,Control,0
73692,Treatment,0
40902,Control,1
54859,Treatment,0
4332,Control,0
94237,Treatment,1
27567,Control,0
95021,Treatment,0
84598,Treatment,0
65812,Treatment,0
28140,Control,0
47976,Control,0
51278,Treatment,0
22099,Control,1
99038,Treatment,0
43656,Control,0
66541,Treatment,0
85785,Treatment,0
16030,Control,1
29580,Control,0
74378,Treatment,0
74385,Treatment,1
43447,Control,0
37305,Control,1
10448,Control,1
22178,Control,0
32050,Control,1
16302,Control,0
46796,Control,0
54524,Treatment,0
17686,Control,0
91128,Treatment,0
53280,Treatment,0
80539,Treatment,0
5513,Control,0
23561,Control,0
41493,Control,0
99250,Treatment,0
10264,Control,0
70169,Treatment,0
7913,Control,0
97139,Treatment,0
20534,Control,0
94609,Treatment,0
43697,Control,0
25699,Control,0
58096,Treatment,0
84456,Treatment,0
93071,Treatment,0
66474,Treatment,0
84282,Treatment,0
12663,Control,1
48422,Control,0
3784,Control,1
76812,Treatment,0
47595,Control,0
13539,Control,0
21352,Control,0
49717,Control,0
20087,Control,0
77569,Treatment,1
82979,Treatment,0
71353,Treatment,0
88763,Treatment,0
77238,Treatment,0
18801,Control,1
65749,Treatment,0
84078,Treatment,0
57422,Treatment,0
2659,Control,0
4771,Control,1
78905,Treatment,1
33768,Control,1
87000,Treatment,0
15420,Control,0
17172,Control,0
69265,Treatment,0
36950,Control,0
24973,Control,0
72109,Treatment,0
57064,Treatment,0
30856,Control,0
41736,Control,1
89440,Treatment,0
58135,Treatment,0
81621,Treatment,0
93064,Treatment,0
72841,Treatment,0
78017,Treatment,0
28044,Control,0
26075,Control,0
67043,Treatment,0
31668,Control,0
68022,Treatment,0
37210,Control,0
36057,Control,0
61973,Treatment,0
34996,Control,0
33011,Control,0
16870,Control,0
52893,Treatment,0
426,Control,0
20418,Control,1
1940,Control,0
372,Control,0
7014,Control,0
87169,Treatment,1
5432,Control,0
89880,Treatment,1
9494,Control,0
1082,Control,0
82675,Treatment,0
72677,Treatment,0
16824,Control,0
97569,Treatment,0
44157,Control,0
266,Control,0
48949,Control,0
24682,Control,0
39819,Control,0
63567,Treatment,0
17348,Control,0
52018,Treatment,0
78938,Treatment,0
14915,Control,0
95101,Treatment,0
63494,Treatment,0
79407,Treatment,0
32630,Control,0
51183,Treatment,1
10612,Control,0
61950,Treatment,1
22644,Control,0
86017,Treatment,0
67442,Treatment,1
56223,Treatment,0
68964,Treatment,1
95367,Treatment,0
68662,Treatment,0
247,Control,0
5137,Control,0
34294,Control,0
58019,Treatment,0
76352,Treatment,0
65336,Treatment,0
96864,Treatment,0
51670,Treatment,0
61795,Treatment,1
98754,Treatment,0
12073,Control,0
56414,Treatment,0
12140,Control,0
92620,Treatment,0
59050,Treatment,0
89141,Treatment,0
78828,Treatment,0
62979,Treatment,0
2124,Control,0
71238,Treatment,0
84328,Treatment,0
29020,Control,1
7696,Control,1
54125,Treatment,0
28624,Control,1
22192,Control,0
81508,Treatment,0
84905,Treatment,0
32283,Control,0
17459,Control,0
16027,Control,0
43919,Control,1
68781,Treatment,0
16601,Control,0
65481,Treatment,1
55559,Treatment,0
15207,Control,0
36683,Control,0
17201,Control,0
18399,Control,0
57198,Treatment,0
18479,Control,0
25685,Control,0
83809,Treatment,1
60331,Treatment,0
34548,Control,1
82387,Treatment,0
21934,Control,0
25398,Control,0
53849,Treatment,0
23711,Control,0
70499,Treatment,0
87026,Treatment,0
16882,Control,1
28166,Control,1
93428,Treatment,0
68337,Treatment,0
71307,Treatment,0
79507,Treatment,0
37587,Control,0
42074,Control,0
32523,Control,0
71351,Treatment,0
49870,Control,0
60792,Treatment,0
59730,Treatment,1
67312,Treatment,0
69851,Treatment,0
21262,Control,0
86123,Treatment,0
4262,Control,0
66019,Treatment,0
78116,Treatment,0
78864,Treatment,0
55882,Treatment,0
98833,Treatment,0
75726,Treatment,0
28883,Control,0
52492,Treatment,1
35986,Control,1
226,Control,0
70608,Treatment,0
9443,Control,0
76531,Treatment,0
54821,Treatment,1
35199,Control,1
45750,Control,0
70929,Treatment,0
92460,Treatment,1
62032,Treatment,1
65692,Treatment,0
52877,Treatment,0
91914,Treatment,0
41452,Control,0
7301,Control,0
96629,Treatment,0
58885,Treatment,0
19625,Control,0
80331,Treatment,0
15618,Control,0
70321,Treatment,1
64258,Treatment,0
51233,Treatment,0
59171,Treatment,0
40356,Control,1
71738,Treatment,0
25146,Control,0
4978,Control,1
12626,Control,0
97566,Treatment,0
868,Control,1
11611,Control,0
38380,Control,0
46257,Control,0
31082,Control,0
39859,Control,0
22577,Control,0
71793,Treatment,0
30731,Control,0
20331,Control,0
67111,Treatment,0
49161,Control,0
60330,Treatment,0
95825,Treatment,0
85008,Treatment,0
34273,Control,0
33212,Control,0
49430,Control,0
89793,Treatment,0
80162,Treatment,0
31107,Control,0
25033,Control,0
1906,Control,0
56704,Treatment,1
63356,Treatment,1
77946,Treatment,0
53077,Treatment,0
72904,Treatment,0
92122,Treatment,0
16312,Control,0
81785,Treatment,0
39615,Control,1
9550,Control,0
38102,Control,0
55760,Treatment,0
8420,Control,0
63928,Treatment,0
3838,Control,0
67783,Treatment,1
86782,Treatment,0
14066,Control,0
8709,Control,0
26407,Control,0
40799,Control,1
32982,Control,1
41525,Control,0
812,Control,0
809,Control,0
97185,Treatment,0
24957,Control,0
21563,Control,0
4673,Control,0
50361,Treatment,0
31268,Control,0
42269,Control,0
84333,Treatment,0
57686,Treatment,0
77545,Treatment,0
45351,Control,0
49711,Control,0
99170,Treatment,0
49489,Control,0
28781,Control,0
16130,Control,0
14726,Control,1
49731,Control,1
96823,Treatment,1
18740,Control,1
8320,Control,1
81731,Treatment,0
55098,Treatment,1
48564,Control,0
53575,Treatment,0
46531,Control,1
18012,Control,0
52977,Treatment,0
54508,Treatment,0
47307,Control,0
10550,Control,0
19410,Control,0
59798,Treatment,0
62031,Treatment,0
68177,Treatment,1
94525,Treatment,0
82555,Treatment,0
54569,Treatment,0
24148,Control,0
10537,Control,0
54371,Treatment,0
30539,Control,0
17666,Control,0
26869,Control,0
62665,Treatment,0
39699,Control,0
66623,Treatment,0
1346,Control,1
23901,Control,1
47145,Control,0
50280,Treatment,1
76570,Treatment,0
77218,Treatment,0
24097,Control,0
6051,Control,0
25452,Control,0
48441,Control,0
74419,Treatment,0
99285,Treatment,1
1190,Control,0
89680,Treatment,0
69862,Treatment,0
20930,Control,0
41974,Control,0
8134,Control,0
19788,Control,0
88928,Treatment,0
3462,Control,0
24808,Control,1
34541,Control,0
79474,Treatment,0
47659,Control,0
64978,Treatment,0
63809,Treatment,0
98284,Treatment,0
87370,Treatment,0
924,Control,0
32902,Control,0
15242,Control,1
59309,Treatment,0
65007,Treatment,0
6433,Control,0
58407,Treatment,0
81276,Treatment,0
62587,Treatment,1
32808,Control,1
90060,Treatment,0
54658,Treatment,0
70904,Treatment,1
11017,Control,0
24344,Control,0
680,Control,0
56609,Treatment,1
88665,Treatment,0
85563,Treatment,0
36571,Control,0
39686,Control,1
98226,Treatment,0
97491,Treatment,1
1290,Control,0
70730,Treatment,1
19568,Control,0
50046,Treatment,0
82685,Treatment,0
21,Control,0
83445,Treatment,0
53558,Treatment,0
41391,Control,0
45185,Control,0
25446,Control,0
24332,Control,1
52012,Treatment,0
10503,Control,0
14841,Control,0
77463,Treatment,0
12969,Control,0
