session_id,subscriber_id,date,genre,device,duration_min,rating
50004,1063,2024-01-06,Жахи,Mobile,57,3
54733,1200,2024-01-02,Романтика,Mobile,95,3
52012,1289,2024-02-21,Бойовик,Smart TV,5,4
50088,1447,2024-05-25,Серіал,Smart TV,41,5
52424,1294,2024-02-09,Комедія,Smart TV,83,4
52030,1110,2024-02-15,Серіал,Tablet,19,1
50769,1166,2024-03-17,Жахи,Laptop,48,5
54532,1239,2024-02-27,Документальний,Laptop,62,4
51481,1414,2024-07-05,Романтика,Mobile,20,1
51570,1069,2024-02-09,Серіал,Mobile,78,2
53360,1557,2024-02-14,Бойовик,Smart TV,26,1
52593,1240,2024-05-31,Комедія,Smart TV,105,5
53470,1142,2024-07-04,Драма,Mobile,93,5
54373,1252,2024-03-28,Анімація,Laptop,21,4
51487,1179,2024-04-08,Анімація,Laptop,18,4
53979,1435,2024-01-09,Комедія,Tablet,31,5
52746,1484,2024-02-10,Жахи,Mobile,93,3
52859,1221,2024-02-20,Драма,Smart TV,26,3
54488,1180,2024-02-28,Жахи,Laptop,5,5
53853,1583,2024-03-03,Анімація,Laptop,29,5
52420,1032,2024-05-11,Бойовик,Laptop,87,4
53005,1132,2024-01-05,Анімація,Mobile,64,4
54176,1346,2024-06-26,Жахи,Laptop,44,5
50820,1217,2024-06-26,Комедія,Smart TV,70,4
54119,1175,2024-08-13,Комедія,Smart TV,47,4
53661,1160,2024-04-24,Жахи,Laptop,51,5
53667,1453,2024-07-04,Драма,Smart TV,90,3
51379,1487,2024-07-24,Жахи,Smart TV,59,4
51866,1513,2024-01-23,Комедія,Tablet,55,3
51232,1586,2024-01-08,Комедія,Tablet,107,3
50407,1384,2024-01-02,Драма,Smart TV,104,5
54322,1562,2024-04-16,Драма,Laptop,74,4
53645,1470,2024-06-03,Жахи,Tablet,18,5
53520,1317,2024-08-18,Бойовик,Mobile,103,5
53594,1356,2024-08-24,Бойовик,Tablet,66,4
52334,1005,2024-04-10,Документальний,Laptop,42,4
53720,1145,2024-03-28,Анімація,Mobile,41,1
54974,1328,2024-08-14,Романтика,Smart TV,49,5
53110,1049,2024-03-16,Бойовик,Laptop,39,4
50405,1091,2024-07-08,Комедія,Tablet,44,4
52046,1486,2024-06-18,Романтика,Smart TV,95,3
51408,1531,2024-01-02,Комедія,Mobile,60,5
53805,1348,2024-04-17,Драма,Tablet,67,2
53125,1493,2024-05-03,Комедія,Mobile,62,4
52608,1325,2024-05-10,Комедія,Laptop,26,4
54931,1372,2024-02-26,Анімація,Mobile,95,4
51272,1577,2024-04-26,Комедія,Mobile,69,4
52416,1360,2024-05-27,Анімація,Smart TV,20,3
50710,1400,2024-05-13,Серіал,Smart TV,74,3
51979,1526,2024-02-26,Романтика,Tablet,44,3
50127,1447,2024-01-08,Серіал,Smart TV,75,2
51077,1535,2024-08-03,Жахи,Smart TV,76,5
52352,1246,2024-04-13,Документальний,Smart TV,59,5
52036,1565,2024-01-07,Комедія,Tablet,104,4
52628,1029,2024-04-10,Серіал,Smart TV,5,5
54005,1549,2024-01-20,Жахи,Laptop,104,5
50034,1133,2024-02-15,Бойовик,Mobile,55,4
54096,1051,2024-03-28,Анімація,Smart TV,47,3
52207,1096,2024-06-28,Анімація,Smart TV,21,4
53609,1015,2024-05-02,Жахи,Laptop,69,5
50609,1448,2024-03-16,Романтика,Smart TV,5,4
50931,1048,2024-03-02,Комедія,Laptop,12,4
50028,1288,2024-02-03,Жахи,Smart TV,45,5
51579,1520,2024-05-03,Комедія,Mobile,22,4
50795,1491,2024-01-04,Романтика,Smart TV,62,4
52968,1197,2024-01-08,Серіал,Mobile,50,4
51698,1298,2024-01-12,Жахи,Smart TV,40,5
54471,1200,2024-07-07,Комедія,Laptop,26,5
52798,1455,2024-01-03,Романтика,Laptop,64,5
53579,1332,2024-04-27,Серіал,Tablet,24,3
50293,1586,2024-05-01,Бойовик,Mobile,39,1
54756,1168,2024-08-11,Серіал,Laptop,51,2
51975,1414,2024-01-25,Романтика,Smart TV,5,3
54098,1205,2024-05-06,Комедія,Smart TV,39,2
53188,1462,2024-06-22,Бойовик,Tablet,30,3
51751,1341,2024-02-27,Драма,Mobile,99,5
52857,1588,2024-02-29,Бойовик,Laptop,82,4
52711,1278,2024-05-27,Документальний,Smart TV,88,3
54381,1350,2024-03-04,Бойовик,Mobile,83,3
54552,1361,2024-04-07,Документальний,Laptop,107,4
54268,1382,2024-02-10,Серіал,Smart TV,32,3
51596,1131,2024-03-06,Жахи,Laptop,39,5
53084,1160,2024-06-21,Романтика,Laptop,50,5
53068,1327,2024-08-22,Серіал,Laptop,34,5
52199,1192,2024-05-30,Романтика,Smart TV,45,4
50605,1107,2024-04-13,Бойовик,Smart TV,33,2
50158,1008,2024-02-22,Драма,Smart TV,79,5
52133,1447,2024-05-18,Романтика,Laptop,56,4
52969,1554,2024-04-27,Серіал,Mobile,61,4
51442,1353,2024-01-05,Драма,Mobile,22,5
51175,1097,2024-07-12,Анімація,Smart TV,41,4
54277,1248,2024-05-16,Жахи,Smart TV,37,5
53356,1564,2024-04-15,Документальний,Laptop,29,5
51273,1571,2024-04-06,Комедія,Smart TV,114,3
52978,1019,2024-06-19,Драма,Mobile,91,5
50857,1191,2024-07-25,Бойовик,Laptop,55,5
51977,1118,2024-06-09,Документальний,Smart TV,118,3
52084,1549,2024-06-19,Серіал,Laptop,53,1
52075,1073,2024-08-23,Документальний,Laptop,49,4
51085,1234,2024-04-19,Романтика,Mobile,5,5
54586,1004,2024-06-09,Драма,Laptop,28,3
54129,1054,2024-05-20,Драма,Laptop,87,4
52959,1398,2024-01-29,Жахи,Mobile,73,4
51449,1156,2024-04-13,Романтика,Mobile,51,4
50090,1501,2024-04-10,Комедія,Smart TV,57,4
52096,1084,2024-01-30,Романтика,Smart TV,48,4
53319,1196,2024-04-25,Анімація,Smart TV,95,4
54438,1099,2024-06-08,Анімація,Laptop,47,4
54395,1210,2024-07-28,Серіал,Laptop,48,4
52963,1391,2024-02-07,Жахи,Mobile,95,5
50716,1116,2024-07-27,Документальний,Tablet,85,2
51032,1219,2024-02-24,Жахи,Smart TV,81,4
50606,1389,2024-07-18,Комедія,Tablet,48,4
52292,1314,2024-02-25,Жахи,Mobile,13,4
54663,1546,2024-03-19,Анімація,Mobile,52,4
51058,1136,2024-08-15,Анімація,Laptop,81,4
51453,1486,2024-07-01,Серіал,Mobile,61,5
53622,1228,2024-03-08,Комедія,Laptop,143,4
53309,1362,2024-01-28,Серіал,Smart TV,81,4
53686,1393,2024-04-22,Драма,Smart TV,10,4
52216,1324,2024-07-15,Комедія,Smart TV,66,4
50940,1149,2024-02-27,Драма,Tablet,120,5
50767,1418,2024-04-07,Бойовик,Laptop,73,4
52766,1171,2024-06-03,Бойовик,Smart TV,55,2
54021,1483,2024-03-23,Драма,Smart TV,63,5
50287,1514,2024-01-08,Жахи,Smart TV,61,4
52363,1405,2024-02-08,Романтика,Mobile,73,4
53785,1407,2024-07-21,Драма,Laptop,49,5
54796,1345,2024-04-16,Драма,Laptop,113,4
51816,1143,2024-01-18,Драма,Laptop,21,4
54928,1304,2024-04-16,Комедія,Smart TV,61,4
54510,1069,2024-07-17,Документальний,Laptop,103,4
51154,1252,2024-06-28,Серіал,Mobile,54,5
51518,1339,2024-07-02,Комедія,Laptop,64,4
50513,1483,2024-04-21,Анімація,Smart TV,36,3
52240,1178,2024-03-12,Анімація,Smart TV,45,3
54138,1238,2024-02-24,Серіал,Tablet,45,4
53053,1011,2024-07-31,Документальний,Smart TV,41,3
51140,1007,2024-03-19,Драма,Laptop,63,3
52359,1117,2024-05-13,Серіал,Laptop,5,2
53226,1455,2024-04-16,Серіал,Mobile,42,3
53116,1526,2024-02-07,Документальний,Smart TV,24,4
50814,1079,2024-05-25,Жахи,Tablet,119,3
50100,1373,2024-05-31,Жахи,Tablet,8,4
50269,1380,2024-07-11,Романтика,Mobile,71,5
51904,1118,2024-07-25,Романтика,Smart TV,78,5
54585,1421,2024-08-22,Комедія,Smart TV,18,2
51843,1025,2024-06-05,Серіал,Laptop,53,2
51100,1207,2024-02-02,Драма,Laptop,34,5
51864,1498,2024-03-01,Серіал,Tablet,74,4
52072,1531,2024-01-12,Комедія,Smart TV,50,3
50124,1448,2024-05-28,Анімація,Smart TV,84,5
51972,1318,2024-05-06,Серіал,Laptop,63,5
54758,1173,2024-03-28,Комедія,Laptop,107,3
50257,1452,2024-08-11,Романтика,Mobile,29,4
54578,1089,2024-05-30,Бойовик,Smart TV,45,1
50137,1127,2024-05-15,Бойовик,Smart TV,50,5
53435,1113,2024-01-21,Драма,Laptop,44,5
53715,1272,2024-03-03,Комедія,Mobile,87,4
54559,1089,2024-08-07,Драма,Mobile,94,5
53030,1011,2024-04-13,Драма,Tablet,77,5
52814,1463,2024-04-08,Документальний,Smart TV,46,4
50603,1090,2024-06-24,Романтика,Laptop,37,5
54312,1002,2024-06-04,Комедія,Laptop,88,5
53191,1052,2024-07-14,Серіал,Mobile,49,4
54050,1263,2024-05-18,Бойовик,Laptop,73,5
53846,1578,2024-07-09,Серіал,Mobile,67,5
53230,1439,2024-02-27,Анімація,Tablet,27,1
51278,1427,2024-02-02,Документальний,Mobile,71,4
51096,1284,2024-01-19,Комедія,Mobile,25,4
50029,1187,2024-07-23,Драма,Smart TV,34,2
53115,1268,2024-03-15,Анімація,Smart TV,110,4
53892,1338,2024-01-04,Бойовик,Smart TV,47,5
53361,1591,2024-01-23,Драма,Laptop,54,5
54147,1262,2024-06-21,Комедія,Laptop,69,3
50498,1128,2024-02-16,Комедія,Smart TV,35,4
51356,1129,2024-06-09,Серіал,Laptop,63,5
52820,1043,2024-08-16,Анімація,Smart TV,64,3
53476,1513,2024-07-21,Жахи,Laptop,89,5
52813,1101,2024-07-21,Жахи,Mobile,28,4
54122,1091,2024-01-26,Драма,Smart TV,25,3
54617,1400,2024-08-07,Романтика,Mobile,43,5
54290,1248,2024-06-16,Романтика,Laptop,38,5
51181,1184,2024-02-11,Жахи,Laptop,49,4
54767,1056,2024-05-21,Серіал,Laptop,59,4
51859,1290,2024-01-07,Жахи,Mobile,67,4
54253,1447,2024-06-16,Жахи,Laptop,68,5
54103,1078,2024-07-23,Серіал,Smart TV,44,5
53381,1262,2024-01-04,Бойовик,Tablet,51,5
52409,1054,2024-08-04,Романтика,Smart TV,118,4
52304,1009,2024-06-16,Романтика,Smart TV,41,5
53887,1433,2024-03-31,Бойовик,Smart TV,44,4
54588,1002,2024-07-20,Жахи,Smart TV,25,4
51708,1453,2024-08-17,Анімація,Laptop,91,3
51661,1583,2024-01-30,Романтика,Smart TV,63,3
51488,1111,2024-02-02,Серіал,Smart TV,5,5
54793,1032,2024-03-14,Драма,Tablet,63,1
52851,1184,2024-01-15,Бойовик,Smart TV,7,4
54473,1052,2024-04-09,Анімація,Tablet,86,5
52938,1014,2024-07-04,Серіал,Smart TV,5,4
51700,1510,2024-06-09,Романтика,Laptop,39,5
52733,1519,2024-05-04,Романтика,Tablet,107,2
53799,1226,2024-02-20,Бойовик,Mobile,48,2
50955,1428,2024-04-14,Серіал,Laptop,49,1
51627,1540,2024-04-10,Документальний,Smart TV,93,4
52686,1588,2024-04-26,Комедія,Smart TV,20,5
51238,1295,2024-01-12,Анімація,Mobile,75,4
51527,1232,2024-03-06,Жахи,Smart TV,58,3
50125,1011,2024-02-23,Документальний,Smart TV,46,3
52662,1463,2024-07-04,Анімація,Laptop,75,4
53704,1536,2024-01-19,Документальний,Mobile,5,5
54472,1177,2024-08-13,Драма,Tablet,46,4
51921,1044,2024-03-31,Жахи,Mobile,60,4
52834,1198,2024-06-21,Жахи,Laptop,67,1
52040,1242,2024-04-09,Анімація,Mobile,81,4
50862,1041,2024-07-08,Анімація,Smart TV,29,3
52544,1432,2024-05-17,Анімація,Laptop,19,3
52916,1331,2024-05-29,Романтика,Smart TV,31,1
52928,1288,2024-02-13,Бойовик,Laptop,47,4
51535,1338,2024-01-05,Серіал,Mobile,41,3
53697,1227,2024-05-23,Бойовик,Laptop,73,4
51831,1330,2024-06-07,Серіал,Mobile,64,4
52303,1246,2024-03-23,Бойовик,Smart TV,76,4
51600,1127,2024-04-10,Серіал,Smart TV,99,4
50221,1200,2024-06-19,Комедія,Laptop,77,4
51228,1574,2024-07-13,Романтика,Laptop,20,4
50213,1514,2024-02-17,Комедія,Laptop,43,4
54089,1438,2024-07-07,Романтика,Mobile,73,5
52161,1020,2024-07-24,Бойовик,Laptop,116,5
53338,1201,2024-08-18,Драма,Mobile,50,5
50378,1562,2024-02-10,Анімація,Mobile,72,5
52734,1099,2024-03-23,Драма,Laptop,81,3
53780,1032,2024-03-19,Комедія,Smart TV,65,5
53028,1086,2024-04-03,Романтика,Mobile,23,4
54480,1064,2024-04-03,Документальний,Smart TV,56,2
53674,1163,2024-07-21,Анімація,Tablet,5,5
52255,1138,2024-03-11,Драма,Smart TV,38,5
53812,1312,2024-01-30,Комедія,Laptop,8,4
54802,1289,2024-01-15,Комедія,Smart TV,9,4
54364,1163,2024-01-24,Комедія,Smart TV,40,4
50488,1392,2024-03-05,Драма,Smart TV,73,5
50690,1459,2024-08-24,Серіал,Smart TV,5,4
54107,1178,2024-08-25,Драма,Mobile,17,5
50943,1197,2024-03-03,Бойовик,Smart TV,5,5
50395,1502,2024-06-16,Комедія,Smart TV,65,5
50617,1079,2024-02-17,Серіал,Laptop,55,2
53721,1477,2024-05-01,Документальний,Mobile,38,3
51730,1220,2024-04-14,Романтика,Smart TV,47,4
51883,1301,2024-02-17,Бойовик,Laptop,59,4
54152,1495,2024-03-02,Романтика,Mobile,55,5
54189,1448,2024-05-19,Анімація,Smart TV,5,4
54405,1161,2024-06-28,Серіал,Mobile,72,5
52695,1243,2024-04-28,Серіал,Laptop,84,4
50282,1121,2024-02-02,Анімація,Laptop,60,2
52032,1356,2024-07-06,Анімація,Smart TV,54,4
53202,1023,2024-01-29,Бойовик,Laptop,67,5
53380,1029,2024-05-25,Бойовик,Mobile,31,4
52222,1538,2024-05-14,Жахи,Laptop,16,4
53185,1432,2024-08-08,Романтика,Laptop,27,4
52411,1006,2024-08-25,Комедія,Mobile,5,5
53015,1089,2024-01-02,Жахи,Laptop,18,4
52037,1531,2024-02-01,Драма,Laptop,66,5
53897,1240,2024-02-20,Документальний,Smart TV,88,4
53630,1479,2024-08-01,Бойовик,Laptop,69,5
51347,1536,2024-02-14,Серіал,Laptop,54,4
54658,1244,2024-02-12,Жахи,Smart TV,61,4
50259,1514,2024-02-01,Бойовик,Mobile,56,1
54406,1453,2024-03-25,Серіал,Smart TV,98,4
52678,1379,2024-04-25,Бойовик,Mobile,44,4
52189,1185,2024-08-19,Документальний,Mobile,32,5
51952,1044,2024-07-21,Документальний,Laptop,65,5
50792,1220,2024-02-24,Анімація,Tablet,52,5
50561,1372,2024-06-14,Драма,Mobile,105,4
52031,1279,2024-06-20,Комедія,Smart TV,5,4
53029,1136,2024-04-02,Документальний,Mobile,48,5
51522,1112,2024-08-18,Документальний,Mobile,79,4
52799,1362,2024-04-23,Серіал,Laptop,47,4
54207,1562,2024-05-14,Комедія,Mobile,40,4
53354,1524,2024-07-07,Серіал,Smart TV,33,5
51701,1089,2024-05-27,Жахи,Laptop,25,5
51872,1397,2024-01-28,Анімація,Laptop,99,4
51319,1327,2024-02-04,Жахи,Smart TV,17,3
53052,1380,2024-02-04,Драма,Laptop,92,3
52395,1516,2024-02-21,Романтика,Mobile,52,4
54590,1507,2024-08-21,Драма,Smart TV,101,4
51055,1501,2024-08-23,Комедія,Smart TV,71,4
52047,1488,2024-05-13,Документальний,Smart TV,51,5
51117,1285,2024-05-23,Серіал,Laptop,51,4
51754,1255,2024-07-31,Серіал,Laptop,57,4
52698,1281,2024-01-22,Серіал,Mobile,43,1
51393,1546,2024-01-10,Жахи,Smart TV,84,4
51673,1314,2024-01-02,Драма,Tablet,21,4
53236,1341,2024-02-25,Бойовик,Smart TV,54,3
50048,1590,2024-07-22,Бойовик,Laptop,59,5
51641,1098,2024-08-24,Бойовик,Smart TV,44,3
50901,1573,2024-05-24,Анімація,Tablet,29,2
53866,1176,2024-01-16,Серіал,Smart TV,95,3
50120,1426,2024-06-24,Комедія,Mobile,41,4
54440,1590,2024-06-22,Документальний,Mobile,56,3
53587,1118,2024-06-03,Бойовик,Laptop,58,4
54219,1016,2024-03-26,Бойовик,Smart TV,65,5
54650,1027,2024-08-10,Анімація,Mobile,45,5
50044,1123,2024-05-14,Анімація,Smart TV,55,4
52319,1171,2024-02-10,Анімація,Mobile,24,3
51056,1410,2024-05-22,Анімація,Laptop,45,5
52825,1111,2024-06-30,Бойовик,Laptop,13,5
51814,1424,2024-03-16,Романтика,Mobile,48,4
50092,1094,2024-01-26,Бойовик,Mobile,36,5
53663,1284,2024-01-08,Анімація,Smart TV,76,3
50924,1081,2024-01-27,Бойовик,Laptop,102,1
50714,1082,2024-08-12,Анімація,Smart TV,58,4
53737,1377,2024-01-23,Драма,Mobile,78,5
53811,1060,2024-03-19,Драма,Mobile,78,5
50361,1432,2024-05-24,Документальний,Smart TV,82,4
51324,1482,2024-02-23,Серіал,Smart TV,76,5
53136,1232,2024-02-25,Серіал,Mobile,69,4
51051,1325,2024-05-29,Документальний,Mobile,24,1
52765,1037,2024-02-01,Бойовик,Smart TV,73,4
50960,1484,2024-06-03,Романтика,Laptop,48,4
54376,1282,2024-01-13,Жахи,Laptop,76,1
51143,1120,2024-08-08,Романтика,Tablet,49,5
52220,1491,2024-08-04,Романтика,Mobile,43,5
52053,1212,2024-07-23,Анімація,Smart TV,64,3
52461,1386,2024-03-11,Драма,Laptop,58,5
52225,1252,2024-01-15,Жахи,Mobile,40,2
51755,1394,2024-02-01,Жахи,Tablet,56,5
51402,1214,2024-01-14,Романтика,Laptop,19,5
54341,1483,2024-05-05,Жахи,Mobile,19,5
53080,1014,2024-07-03,Жахи,Laptop,20,4
54958,1113,2024-04-16,Бойовик,Mobile,12,3
51052,1355,2024-04-20,Анімація,Smart TV,72,5
53800,1476,2024-06-09,Серіал,Laptop,81,5
52169,1457,2024-06-13,Комедія,Smart TV,76,4
50172,1428,2024-06-21,Жахи,Laptop,34,1
53295,1044,2024-08-09,Комедія,Smart TV,16,4
50046,1582,2024-05-10,Жахи,Smart TV,66,4
53612,1214,2024-02-18,Бойовик,Mobile,52,3
51342,1014,2024-01-05,Документальний,Mobile,77,2
53042,1072,2024-05-17,Бойовик,Smart TV,89,1
53293,1192,2024-07-24,Комедія,Mobile,60,4
51141,1284,2024-06-17,Романтика,Mobile,9,4
52475,1115,2024-08-17,Комедія,Smart TV,24,4
50084,1433,2024-06-09,Анімація,Smart TV,10,2
50271,1231,2024-01-14,Комедія,Laptop,25,5
52980,1215,2024-05-04,Серіал,Mobile,52,4
52360,1528,2024-06-11,Драма,Mobile,59,5
52737,1520,2024-01-20,Анімація,Laptop,41,4
51818,1295,2024-06-12,Комедія,Smart TV,45,5
53626,1065,2024-07-19,Бойовик,Laptop,28,5
51880,1408,2024-04-07,Документальний,Smart TV,76,5
54274,1021,2024-02-10,Серіал,Laptop,54,4
50800,1485,2024-04-24,Комедія,Laptop,75,5
50198,1070,2024-06-12,Бойовик,Mobile,33,4
50547,1243,2024-05-18,Бойовик,Laptop,66,4
51913,1274,2024-04-07,Жахи,Laptop,95,3
50923,1004,2024-07-26,Романтика,Laptop,10,4
53494,1155,2024-03-31,Серіал,Smart TV,47,5
51367,1548,2024-04-08,Анімація,Tablet,65,5
53923,1093,2024-01-10,Романтика,Laptop,51,4
51441,1367,2024-08-25,Драма,Laptop,57,4
54424,1293,2024-01-27,Документальний,Laptop,70,5
51516,1521,2024-06-17,Серіал,Laptop,74,5
53881,1226,2024-02-25,Комедія,Smart TV,19,4
50240,1080,2024-02-06,Бойовик,Laptop,31,4
50719,1451,2024-04-11,Бойовик,Smart TV,74,5
53259,1583,2024-01-29,Бойовик,Mobile,41,3
53008,1147,2024-04-09,Романтика,Smart TV,35,3
51719,1177,2024-01-06,Романтика,Smart TV,34,4
54753,1176,2024-04-02,Серіал,Mobile,71,4
54731,1507,2024-02-16,Романтика,Mobile,58,5
51047,1007,2024-06-06,Комедія,Smart TV,41,4
53962,1158,2024-07-20,Комедія,Laptop,91,5
50942,1030,2024-07-18,Документальний,Smart TV,102,5
54797,1253,2024-05-20,Драма,Mobile,58,3
52089,1532,2024-05-19,Романтика,Laptop,15,5
50325,1355,2024-02-26,Комедія,Smart TV,85,5
51092,1544,2024-04-17,Бойовик,Mobile,70,1
50833,1060,2024-03-29,Романтика,Laptop,24,2
54057,1015,2024-06-29,Документальний,Laptop,84,4
51362,1410,2024-03-26,Жахи,Smart TV,69,3
54257,1434,2024-07-14,Драма,Mobile,52,3
51674,1292,2024-05-05,Документальний,Mobile,31,3
53990,1071,2024-08-02,Серіал,Laptop,53,4
51384,1397,2024-03-29,Романтика,Tablet,47,5
53788,1420,2024-01-19,Комедія,Laptop,97,5
51722,1298,2024-07-16,Романтика,Smart TV,50,4
51355,1457,2024-01-22,Драма,Mobile,91,4
51560,1081,2024-05-12,Документальний,Smart TV,126,5
51413,1549,2024-03-24,Жахи,Smart TV,68,5
50477,1224,2024-01-21,Жахи,Mobile,53,5
53410,1234,2024-04-17,Бойовик,Mobile,74,4
51275,1182,2024-07-15,Бойовик,Tablet,63,5
53093,1382,2024-03-23,Романтика,Tablet,59,5
50474,1580,2024-01-01,Жахи,Smart TV,27,4
52061,1242,2024-02-25,Романтика,Smart TV,99,3
52408,1308,2024-08-16,Анімація,Mobile,90,4
54661,1430,2024-07-16,Романтика,Smart TV,93,4
52209,1035,2024-03-12,Комедія,Laptop,113,4
52298,1192,2024-06-09,Серіал,Smart TV,37,5
52993,1362,2024-03-14,Жахи,Smart TV,49,5
52902,1059,2024-05-02,Анімація,Smart TV,47,4
51857,1575,2024-01-26,Жахи,Mobile,33,4
50500,1386,2024-03-23,Драма,Tablet,5,4
51606,1007,2024-04-16,Серіал,Laptop,56,1
54688,1476,2024-06-01,Драма,Smart TV,73,3
52751,1490,2024-08-06,Романтика,Mobile,97,4
50101,1496,2024-05-02,Романтика,Mobile,21,4
51777,1551,2024-04-22,Анімація,Tablet,65,5
52247,1342,2024-07-16,Бойовик,Laptop,24,4
51636,1178,2024-06-25,Документальний,Mobile,16,5
50662,1366,2024-05-23,Романтика,Smart TV,27,3
51071,1083,2024-01-21,Документальний,Laptop,11,2
51053,1528,2024-08-06,Жахи,Laptop,31,5
54127,1314,2024-04-14,Анімація,Tablet,36,4
54783,1034,2024-08-09,Жахи,Laptop,38,4
50682,1240,2024-01-22,Анімація,Smart TV,89,5
50366,1429,2024-01-27,Серіал,Mobile,89,4
52595,1117,2024-01-25,Анімація,Laptop,13,5
54779,1230,2024-05-11,Серіал,Smart TV,31,4
51768,1461,2024-04-10,Романтика,Smart TV,66,4
53894,1200,2024-03-06,Драма,Tablet,90,5
53986,1391,2024-06-03,Комедія,Laptop,29,1
50382,1373,2024-01-15,Анімація,Tablet,34,3
50069,1439,2024-03-07,Комедія,Laptop,60,5
50846,1345,2024-04-06,Жахи,Laptop,40,5
51135,1247,2024-06-14,Бойовик,Smart TV,84,5
53758,1051,2024-07-01,Романтика,Smart TV,65,4
52650,1533,2024-04-13,Жахи,Mobile,66,4
53928,1213,2024-08-09,Бойовик,Smart TV,14,5
53279,1102,2024-04-11,Романтика,Laptop,49,5
52876,1095,2024-02-28,Драма,Smart TV,21,4
52739,1499,2024-07-05,Бойовик,Mobile,38,5
52699,1415,2024-06-26,Романтика,Laptop,5,5
50602,1481,2024-02-13,Серіал,Smart TV,74,5
51885,1043,2024-05-17,Анімація,Smart TV,68,5
53422,1421,2024-07-11,Жахи,Smart TV,5,4
51280,1511,2024-07-02,Романтика,Smart TV,77,4
51567,1436,2024-01-15,Анімація,Smart TV,92,5
52997,1348,2024-04-28,Серіал,Laptop,39,5
51770,1008,2024-06-08,Анімація,Mobile,64,5
50122,1065,2024-04-25,Романтика,Mobile,13,4
54402,1267,2024-07-06,Анімація,Laptop,17,3
50285,1273,2024-05-03,Документальний,Laptop,44,4
53581,1009,2024-04-07,Романтика,Smart TV,28,5
53583,1550,2024-01-27,Бойовик,Mobile,41,3
53971,1044,2024-08-28,Бойовик,Smart TV,47,2
50732,1035,2024-03-01,Бойовик,Laptop,91,2
51166,1204,2024-05-10,Бойовик,Mobile,75,4
54093,1142,2024-01-12,Бойовик,Mobile,51,4
50580,1009,2024-03-21,Бойовик,Mobile,30,4
50302,1062,2024-01-16,Серіал,Laptop,5,4
51598,1274,2024-01-20,Романтика,Laptop,32,4
54192,1079,2024-08-28,Драма,Laptop,87,4
52833,1361,2024-06-05,Анімація,Mobile,14,4
50352,1076,2024-01-07,Серіал,Smart TV,11,4
52218,1468,2024-04-02,Бойовик,Mobile,65,1
51858,1116,2024-01-08,Комедія,Mobile,58,4
52391,1483,2024-04-13,Документальний,Smart TV,50,3
54632,1007,2024-08-26,Серіал,Laptop,78,4
50592,1332,2024-05-16,Анімація,Mobile,33,5
51151,1016,2024-06-21,Документальний,Smart TV,43,4
51803,1073,2024-03-24,Комедія,Smart TV,53,4
51033,1594,2024-06-23,Документальний,Smart TV,63,4
54705,1182,2024-01-20,Романтика,Smart TV,110,4
50387,1441,2024-07-13,Романтика,Tablet,5,5
50013,1203,2024-02-14,Бойовик,Smart TV,58,5
51268,1370,2024-06-29,Документальний,Smart TV,48,5
54749,1458,2024-06-27,Анімація,Smart TV,61,5
52670,1280,2024-01-21,Романтика,Smart TV,39,4
53262,1352,2024-08-09,Романтика,Laptop,35,5
50128,1559,2024-05-11,Серіал,Laptop,69,4
52456,1332,2024-03-24,Драма,Smart TV,90,5
52386,1323,2024-03-05,Романтика,Smart TV,39,4
52234,1542,2024-01-05,Серіал,Laptop,84,2
53849,1254,2024-03-09,Жахи,Mobile,11,4
53342,1228,2024-01-08,Драма,Mobile,29,3
50263,1534,2024-03-31,Комедія,Mobile,59,4
50432,1288,2024-08-17,Жахи,Smart TV,82,3
52572,1219,2024-01-03,Жахи,Laptop,111,4
51461,1585,2024-05-27,Анімація,Mobile,66,4
50199,1008,2024-08-05,Бойовик,Mobile,37,5
51236,1235,2024-05-31,Жахи,Laptop,5,2
53935,1020,2024-06-23,Драма,Tablet,80,5
52592,1485,2024-01-19,Романтика,Smart TV,42,5
54754,1423,2024-01-29,Жахи,Smart TV,49,5
53027,1581,2024-07-08,Анімація,Laptop,60,1
50621,1025,2024-01-22,Романтика,Laptop,38,4
52129,1432,2024-01-30,Серіал,Tablet,28,5
53376,1305,2024-01-14,Серіал,Tablet,41,1
51539,1295,2024-06-05,Бойовик,Mobile,74,5
52158,1435,2024-06-10,Серіал,Laptop,5,4
52212,1288,2024-07-29,Жахи,Smart TV,123,4
51530,1329,2024-02-22,Жахи,Smart TV,29,5
51997,1526,2024-07-16,Документальний,Laptop,42,5
54315,1114,2024-03-30,Серіал,Mobile,5,1
51503,1350,2024-04-09,Жахи,Mobile,73,3
52924,1583,2024-07-18,Жахи,Smart TV,50,4
52960,1383,2024-01-08,Романтика,Laptop,52,2
50152,1514,2024-02-22,Серіал,Laptop,25,5
51683,1398,2024-03-21,Романтика,Mobile,51,4
51226,1086,2024-07-02,Романтика,Laptop,25,4
51325,1587,2024-03-09,Жахи,Laptop,26,4
52574,1032,2024-05-23,Бойовик,Smart TV,68,5
54772,1354,2024-07-16,Бойовик,Laptop,61,4
50828,1530,2024-03-11,Драма,Tablet,55,4
53768,1283,2024-01-01,Бойовик,Mobile,75,5
52551,1088,2024-01-23,Жахи,Tablet,112,4
54278,1143,2024-05-13,Драма,Laptop,23,5
51392,1005,2024-03-02,Комедія,Mobile,61,5
51839,1418,2024-05-27,Романтика,Smart TV,94,5
